Date,Team,Acquired,Relinquished,Notes
2013-09-28,76ers,Nayal Koshwal / Mac Koshwal,,signed free agent to a multi-year contract
2013-10-04,76ers,,. Solomon Alabi,waived
2013-10-04,76ers,. Gani Lawal,,signed free agent to a 1-year (CBC) / multi-year (R) contract
2013-10-15,76ers,,. Tim Ohlbrecht,waived
2013-10-15,76ers,. Daniel Orton,,signed free agent to a multi-year contract
2013-10-24,76ers,,. Khalif Wyatt,waived
2013-10-24,76ers,,. Royce White,waived
2013-10-24,76ers,,. Vander Blue,waived
2013-10-24,76ers,,Nayal Koshwal / Mac Koshwal (CBC CBS NBA P),waived
2013-10-26,76ers,,. Gani Lawal,waived
2013-10-26,76ers,,. Rodney Williams,waived
2013-10-27,76ers,. Brandon Davies,,signed free agent to a multi-year contract
2013-10-30,76ers,. Arnett Moultrie,,team exercised contract option through 2014-15
2013-10-30,76ers,. Tony Wroten Jr.,,team exercised contract option through 2014-15
2013-11-19,76ers,Ravi Shah,,hired as VP of strategy
2013-11-20,76ers,,. Darius Morris,waived
2013-11-20,76ers,,. Kwame Brown,waived
2013-11-20,76ers,. Elliot Williams,,signed free agent
2013-11-20,76ers,. Lorenzo Brown,,signed free agent
2014-01-07,76ers,,. Daniel Orton,waived
2014-01-14,76ers,. Dewayne Dedmon,,signed free agent to a 10-day contract
2014-01-24,76ers,. Dewayne Dedmon,,re-signed to a second 10-day contract
2014-02-03,76ers,,. Dewayne Dedmon,waived
2014-02-20,76ers,. Byron Mullens / B.J. Mullens. 2018 second round pick (#43-Justin Jackson),". 2014 second round pick (protected top 40 and #46-60 in 2014, else extinguished) (not exercised)",trade with Clippers
2014-02-20,76ers,. Danny Granger. 2015 second round pick (#60-Luka Mitrovic),. Evan Turner. Lavoy Allen,trade with Pacers
2014-02-20,76ers,. Eric Maynor. 2015 second round pick (from Wizards) (#47-Arturas Gudaitis). 2016 second round pick (from Nuggets) (#39-David Michineau),". 2014 second round pick (protected top 45 and #51-60 in 2014, else extinguished) (not exercised)","3-team trade with Nuggets, Wizards"
2014-02-20,76ers,. Earl Clark. Henry Sims. 2014 second round pick (#39-Jerami Grant). 2014 second round pick (#52-Vasilije Micic),. Spencer Hawes,trade with Cavaliers
2014-02-20,76ers,,. Earl Clark,waived
2014-02-26,76ers,,. Danny Granger,waived (team bought out contract)
2014-03-01,76ers,. Jarvis Varnado,,signed free agent to a 10-day contract
2014-03-11,76ers,. Jarvis Varnado,,re-signed to a second 10-day contract / for the remainder of the season (CBC CBS) / to a multi-year contract (R)
2014-03-14,76ers,,. Lorenzo Brown,waived
2014-03-14,76ers,. Darius Johnson-Odom,,signed free agent to a 10-day contract
2014-03-16,76ers,,. Eric Maynor,waived
2014-03-17,76ers,. James Nunnally,,signed free agent to a 10-day contract
2014-03-24,76ers,,. Darius Johnson-Odom,player became a free agent
2014-03-24,76ers,. Casper Ware,,signed free agent to a 10-day contract
2014-03-24,76ers,. Jarvis Varnado,,re-signed for the remainder of the season (P)
2014-03-27,76ers,. James Nunnally,,re-signed to a second 10-day contract
2014-04-03,76ers,. Casper Ware,,re-signed to a second 10-day contract
2014-04-07,76ers,,. James Nunnally,waived
2014-04-07,76ers,. Adonis Thomas,,signed free agent to a 10-day contract
2014-04-14,76ers,. Casper Ware,,re-signed for the remainder of the season
2014-06-10,76ers,. Jason Richardson,,player exercised contract option for 2014-15
2014-06-26,76ers,. Elfrid Payton,,2014 NBA draft first round pick (#10 overall)
2014-06-26,76ers,. Joel Embiid,,2014 NBA draft first round pick (#3 overall)
2014-06-26,76ers,. Jerami Grant,,2014 NBA draft second round pick (#39 overall)
2014-06-26,76ers,. K.J. McDaniels,,2014 NBA draft second round pick (#32 overall)
2014-06-26,76ers,. Nemanja Dangubic,,2014 NBA draft second round pick (#54 overall)
2014-06-26,76ers,. Russ Smith,,2014 NBA draft second round pick (#47 overall)
2014-06-26,76ers,. Vasilije Micic,,2014 NBA draft second round pick (#52 overall)
2014-06-26,76ers,. rights to Cory Jefferson. rights to Jordan McRae,. rights to Nemanja Dangubic,trade with Spurs
2014-06-26,76ers,. rights to Dario Saric. 2015 second round pick (#35-Guillermo Hernangomez / Willy Hernangomez). 2017 first round pick (#5-De'Aaron Fox),. rights to Elfrid Payton,trade with Magic
2014-06-26,76ers,. rights to Pierre Jackson,. rights to Russ Smith,trade with Pelicans
2014-06-26,76ers,. cash,. rights to Cory Jefferson,trade with Nets
2014-06-27,76ers,,. Byron Mullens / B.J. Mullens,"player declined to exercise contract option for 2014-15, making him an unrestricted free agent"
2014-06-30,76ers,,. James Anderson,waived
2014-07-01,76ers,,. Adonis Thomas,player became an unrestricted free agent
2014-07-21,76ers,,. Vasilije Micic,signed with FC Bayern Munich (Germany)
2014-07-23,76ers,. Pierre Jackson,,re-signed to a 1-year minimum contract
2014-08-23,76ers,". Luc Richard Mbah a Moute / Luc Mbah a Moute. Alexey Shved. first round pick (from Cavaliers, protected top 10 in 2015-16, unprotected in 2017) (2016 #24-Timothe Luwawu-Cabarrot)",. Thaddeus Young,"3-team trade with Cavaliers, Timberwolves"
2014-08-26,76ers,. Hasheem Thabeet. cash considerations,". 2015 second round pick (if this pick is not conveyed from 76ers to Celtics from previous trade, protected top 55 in 2015) (not exercised). trade exception",trade with Thunder
2014-08-26,76ers,. Joel Embiid,,"signed first round pick to a 2-year, $9M contract with two 1-year team options for $10.9M"
2014-08-29,76ers,,. Jordan McRae,signed with Melbourne United (Australia)
2014-08-30,76ers,,. Hasheem Thabeet,waived (date 09-03 per CBC)
2014-09-27,76ers,. Keith Bogans. 2018 second round pick (#55-Arnoldas Kulboka),". 2015 second round pick (conditional if pick is not conveyed to Celtics, protected top 50 and #56-60) (not exercised)",trade with Cavaliers
2014-09-28,76ers,. Chris Johnson (b. 1990-04-29),,claimed off waivers (from Celtics)
2014-09-29,76ers,,. Pierre Jackson,waived
2014-09-29,76ers,. JaKarr Sampson,,signed free agent to a multi-year contract
2014-09-29,76ers,. Jerami Grant,,signed second round pick to a multi-year contract
2014-09-29,76ers,. Ronald Roberts Jr.,,signed free agent to a 3-year contract
2014-09-30,76ers,. K.J. McDaniels,,signed second round pick to a 1-year contract
2014-10-07,76ers,,. Jarvis Varnado,waived
2014-10-07,76ers,,. Keith Bogans,waived
2014-10-07,76ers,. Drew Gordon,,signed free agent to a multi-year contract
2014-10-07,76ers,. Malcolm Lee,,signed free agent to a multi-year contract
2014-10-13,76ers,. Rod Baker,,hired as scout
2014-10-24,76ers,". Marquis Teague. 2019 second round pick (more favorable of Bucks, Kings picks) (#42-Admiral Schofield)",. Casper Ware,trade with Nets
2014-10-25,76ers,,. Drew Gordon,waived
2014-10-25,76ers,,. Malcolm Lee,waived
2014-10-25,76ers,,. Ronald Roberts Jr.,waived
2014-10-26,76ers,. Malcolm Thomas (b. 1988-11-08),,signed free agent
2014-10-27,76ers,,. Elliot Williams,waived
2014-10-27,76ers,,. Marquis Teague,waived
2014-10-27,76ers,. Travis Outlaw. 76ers option to swap 2018 second round picks with Knicks (#39-Isaac Bonga). 2019 second round pick (#31-Nicolas Claxton),. Arnett Moultrie. 76ers option to swap 2018 second round picks with Knicks (#43-Justin Jackson),trade with Knicks
2014-10-27,76ers,,. Travis Outlaw,waived
2014-10-30,76ers,. Michael Carter-Williams,,team exercised contract option through 2015-16
2014-10-30,76ers,. Nerlens Noel,,team exercised contract option through 2015-16
2014-10-30,76ers,. Tony Wroten Jr.,,team exercised contract option through 2015-16
2014-11-05,76ers,. Ben Falk,,hired as VP of basketball strategy
2014-11-05,76ers,. Danny Mills,,hired as international scout
2014-11-05,76ers,. Eugene Burroughs,,hired as shooting coach
2014-11-05,76ers,. Phil Jabour,,hired as director of scouting development
2014-11-05,76ers,. Sachin Gupta,,hired as vice president of basketball operations
2014-11-05,76ers,. Sean Rooks,,hired as player development coach
2014-11-05,76ers,. Vince Rozman,,promoted to director of basketball operations & scouting innovation
2014-11-10,76ers,. Drew Gordon,,signed free agent to a multi-year contract
2014-11-10,76ers,,. Malcolm Thomas (b. 1988-11-08),waived
2014-11-15,76ers,,. Chris Johnson (b. 1990-04-29),waived
2014-11-15,76ers,. Robert Covington,,signed free agent to a multi-year contract
2014-12-05,76ers,,. Drew Gordon,waived
2014-12-05,76ers,. Malcolm Lee,,signed free agent to a multi-year contract
2014-12-11,76ers,,. Malcolm Lee,waived
2014-12-11,76ers,. Andrei Kirilenko. Jorge Gutierrez. 76ers option to swap 2018 second round picks with Nets (#38-Khyri Thomas). 2020 second round pick (#47-Yam Madar). cash,. Brandon Davies. 76ers option to swap 2018 second round picks with Nets (#55-Arnoldas Kulboka),trade with Nets
2014-12-12,76ers,,. Jorge Gutierrez,waived
2014-12-12,76ers,. Ronald Roberts Jr.,,signed free agent
2014-12-15,76ers,,. Ronald Roberts Jr.,waived
2014-12-15,76ers,. Furkan Aldemir,,signed 2012 second round pick for the remainder of the season
2014-12-19,76ers,. Ronny Turiaf. rights to Sergei Lishouk / Sergei Lishchuk. 2015 second round pick (from Rockets) (#58-J.P. Tokoto),. Alexey Shved,"3-team trade with Rockets, Timberwolves"
2014-12-23,76ers,. Malcolm Thomas (b. 1988-11-08),,signed free agent
2014-12-23,76ers,,. Ronny Turiaf,waived
2015-01-07,76ers,. Jared Cunningham. rights to Cenk Akyol. cash,. rights to Sergei Lishouk / Sergei Lishchuk,trade with Clippers
2015-01-07,76ers,,. Jared Cunningham,waived
2015-01-15,76ers,. Larry Drew II,,signed free agent to a 10-day contract
2015-01-26,76ers,. Larry Drew II,,re-signed to a second 10-day contract
2015-02-05,76ers,,. Larry Drew II,waived
2015-02-05,76ers,. Tim Frazier,,signed free agent to a 10-day contract
2015-02-15,76ers,,. Tim Frazier,player became a free agent
2015-02-19,76ers,". Isaiah Canaan. 2015 second round pick (less favorable of Nuggets, Timberwolves) (#37-Richaun Holmes)",. K.J. McDaniels,trade with Rockets
2015-02-19,76ers,". JaVale McGee. rights to rights to Chukwudiebere Maduabum / Chu Chu Maduabum. first round pick (protected top 18 in 2015, top 15 in 2016-17, else 2018 second round pick, 2019 second round pick) (2016 #26-Furkan Korkmaz)",. rights to Cenk Akyol. cash,trade with Nuggets
2015-02-19,76ers,. Tim Frazier,,re-signed to a second 10-day contract
2015-02-19,76ers,". first round pick (protected top 5 in 2015, top 3 in 2016-17, unprotected in 2018) (from Suns) (2018 #10-Mikal Bridges)",. Michael Carter-Williams,"3-team trade with Bucks, Suns"
2015-02-21,76ers,,. Malcolm Thomas (b. 1988-11-08),waived
2015-02-21,76ers,. Ishmael Smith / Ish Smith,,claimed off waivers (from Pelicans)
2015-02-21,76ers,,. Andrei Kirilenko,waived
2015-02-24,76ers,,. Tim Frazier,waived
2015-02-24,76ers,. Thomas Robinson,,claimed off waivers (from Nuggets)
2015-03-01,76ers,,. JaVale McGee,waived
2015-03-07,76ers,. Glenn Robinson III,,claimed off waivers (from Timberwolves)
2015-06-25,76ers,. Jahlil Okafor,,2015 NBA draft first round pick (#3 overall)
2015-06-25,76ers,. Arturas Gudaitis,,2015 NBA draft second round pick (#47 overall)
2015-06-25,76ers,. Guillermo Hernangomez / Willy Hernangomez,,2015 NBA draft second round pick (#35 overall)
2015-06-25,76ers,. J.P. Tokoto,,2015 NBA draft second round pick (#58 overall)
2015-06-25,76ers,. Luka Mitrovic,,2015 NBA draft second round pick (#60 overall)
2015-06-25,76ers,. Richaun Holmes,,2015 NBA draft second round pick (#37 overall)
2015-06-25,76ers,. 2020 second round pick (#36-Tyler Bey). 2021 second round pick (?-?). cash,. rights to Guillermo Hernangomez / Willy Hernangomez,trade with Knicks
2015-06-26,76ers,. T.J. McConnell,,signed free agent
2015-06-29,76ers,. David Martin,,hired as director of performance research and development
2015-06-30,76ers,,. Glenn Robinson III,"team declined to tender qualifying offer, making player an unrestricted free agent"
2015-06-30,76ers,,. Henry Sims,"team declined to tender qualifying offer, making player an unrestricted free agent"
2015-07-01,76ers,,. Ishmael Smith / Ish Smith,player became an unrestricted free agent
2015-07-01,76ers,,. Jason Richardson,player became an unrestricted free agent
2015-07-01,76ers,,. Luc Richard Mbah a Moute / Luc Mbah a Moute,player became an unrestricted free agent
2015-07-01,76ers,,. Thomas Robinson,player became an unrestricted free agent
2015-07-07,76ers,. Jahlil Okafor,,"signed first round pick to a 2-year, $9.4M contract with a 2-year, $11.3M team option"
2015-07-09,76ers,". Nik Stauskas. Jason Thompson. Carl Landry. 76ers option to swap 2016 first round picks with Kings (Kings pick protected #11-30, else extinguished) (not exercised). 76ers option to swap 2017 first round picks with Kings (Kings pick protected #11-30 if Kings do not convey first round pick to Cavaliers in 2016) (#3-Jayson Tatum). first round pick (at least 2 years after Kings convey first round pick to Cavaliers from earlier trade, protected top 10 in 2018, unprotected in 2019) (2019 #14-Romeo Langford)",. rights to Arturas Gudaitis. rights to Luka Mitrovic. 76ers option to swap 2016 first round picks with Kings (Kings pick protected #11-30) (not exercised). 76ers option to swap 2017 first round picks with Kings (Kings pick protected #11-30 if Kings do not convey first round pick to Cavaliers in 2016) (#5-De'Aaron Fox),trade with Kings
2015-07-09,76ers,. Todd Wright,,"hired as assistant coach, head of conditioning"
2015-07-14,76ers,. Pierre Jackson,,signed free agent to a 4-year contract (last 3 years are team options)
2015-07-18,76ers,. Scottie Wilbekin,,signed free agent to a 4-year contract
2015-07-24,76ers,. Scottie Wilbekin,,signed free agent to a 4-year contract (CBC P)
2015-07-30,76ers,. Richaun Holmes,,signed second round pick to a 4-year contract / 3-year minimum contract (P)
2015-07-31,76ers,. Gerald Wallace. 76ers option to swap 2016 first round picks with Warriors (not exercised). cash considerations,". Jason Thompson. 76ers option to swap 2016 first round picks (less favorable of Heat (protected top 10), Thunder (protected top 15) picks) with Warriors (not exercised)",trade with Warriors
2015-09-07,76ers,. J.P. Tokoto,,signed second round pick to a 1-year contract
2015-09-08,76ers,. Kendall Marshall,,"signed free agent to a 4-year, $8M contract (last 3 years are team option)"
2015-09-26,76ers,,. Gerald Wallace,waived (R)
2015-09-27,76ers,,. Arsalan Kazemi,renounced rights
2015-09-27,76ers,,. Gerald Wallace,waived (P)
2015-09-27,76ers,. Christian Wood,,signed free agent
2015-09-27,76ers,. J.P. Tokoto,,signed second round pick to a 1-year contract (P)
2015-09-27,76ers,. Jordan McRae,,signed free agent
2015-09-27,76ers,. T.J. McConnell,,signed free agent (P)
2015-09-28,76ers,,. Gerald Wallace,waived (CBS NBA S)
2015-10-25,76ers,,. J.P. Tokoto,waived
2015-10-26,76ers,,. Furkan Aldemir,waived
2015-10-26,76ers,,. Jordan McRae,waived
2015-10-26,76ers,,. Pierre Jackson,waived
2015-10-26,76ers,,. Scottie Wilbekin,waived
2015-10-26,76ers,. Jordan Railey,,signed free agent
2015-10-26,76ers,,. Jordan Railey,waived
2015-10-30,76ers,. Joel Embiid,,team exercised contract option through 2016-17
2015-10-30,76ers,. Nerlens Noel,,team exercised contract option through 2016-17
2015-10-30,76ers,. Nik Stauskas,,team exercised contract option through 2016-17
2015-11-04,76ers,. Phil Pressey,,signed free agent
2015-12-03,76ers,,. Phil Pressey,waived
2015-12-07,76ers,. Jerry Colangelo,,hired as chairman of basketball operations
2015-12-11,76ers,. Brett Brown,,re-signed as head coach to a 2-year contract extension
2015-12-18,76ers,. Mike D'Antoni,,hired as assistant coach
2015-12-24,76ers,,. Tony Wroten Jr.,waived
2015-12-24,76ers,. Ishmael Smith / Ish Smith,. 2016 second round pick (#39-David Michineau). 2017 second round pick (#34-Frank Mason),trade with Pelicans
2016-01-04,76ers,. Elton Brand,,signed free agent for the remainder of the season
2016-01-04,76ers,,. Christian Wood,waived
2016-02-18,76ers,,. JaKarr Sampson,waived
2016-02-18,76ers,. Joel Anthony. 2017 second round pick (not exercised),. rights to Chukwudiebere Maduabum / Chu Chu Maduabum,trade with Rockets (trade later voided)
